trajectory_id,scene_id,task_name,aligned_len_100hz,aligned_duration_s,arm_action_dim,arm_state_dim,effector_action_dim,effector_action_nan_ratio,effector_state_dim,effector_state_nan_ratio,hand_left_color_matched_n,hand_left_depth_matched_n,hand_left_color_mean_offset_ms,hand_left_depth_mean_offset_ms,hand_right_color_matched_n,hand_right_depth_matched_n,hand_right_color_mean_offset_ms,hand_right_depth_mean_offset_ms,head_color_matched_n,head_depth_matched_n,head_color_mean_offset_ms,head_depth_mean_offset_ms
ff3cd4d8b3234a89bececbd6dd1eb0a4,S3,single_item_grasp,662,6.61,14,14,12,0.0,12,0.0,198,198,2.5401138055204076,2.4699203414146296,198,198,2.4528849245321918,2.4976305528120615,198,198,2.4978905976420744,2.4921866137572053
ffedcab981ba4f19b105c7ce20c346ba,S3,single_item_grasp,655,6.54,14,14,12,0.0015267175572519084,12,0.0015267175572519084,196,196,2.5895714759826753,2.5841292069882855,196,196,2.4225877255809753,2.545936204949224,195,195,2.4821166503123777,2.4830214182535837
