trajectory_id,auto_label,label_reason,manual_label,review_note,duration_s,arm_range_l1,effector_range_l1,effector_peak_offset_l1,stable_grasp_segment_len,stable_grasp_segment_s,effector_active_ratio,effector_change_l1,effector_final_stability,aligned_len_100hz,arm_change_l1,arm_final_stability,effector_nan_ratio,review_needed
ff3cd4d8b3234a89bececbd6dd1eb0a4,0,arm_motion_too_small,,,6.61,0.2603861400757365,41.666666666666664,41.666666666666664,299,2.99,0.45468277945619334,0.0,0.0,662,0.20331183471629258,0.006033547123815737,0.0,True
ffedcab981ba4f19b105c7ce20c346ba,0,duration_too_short|no_stable_grasp_segment,,,6.54,0.4004048640465362,41.666666666666664,41.666666666666664,243,2.43,0.37767584097859325,0.0,0.0,655,0.2508670726240263,0.011801710437329542,0.0015267175572519084,True
