trajectory_id,aligned_len_100hz,duration_s,arm_change_l1,arm_range_l1,arm_final_stability,effector_change_l1,effector_final_stability,effector_nan_ratio,effector_range_l1,effector_peak_offset_l1,effector_active_ratio,stable_grasp_segment_len,stable_grasp_segment_s
ff3cd4d8b3234a89bececbd6dd1eb0a4,662,6.61,0.20331183471629258,0.2603861400757365,0.006033547123815737,0.0,0.0,0.0,41.666666666666664,41.666666666666664,0.45468277945619334,299,2.99
ffedcab981ba4f19b105c7ce20c346ba,655,6.54,0.2508670726240263,0.4004048640465362,0.011801710437329542,0.0,0.0,0.0015267175572519084,41.666666666666664,41.666666666666664,0.37767584097859325,243,2.43
